,Text_token
3330,"['south', 'africa', 'hijacking', 'caught', 'ashram', 'criminality', 'hand', 'video']"
3331,"['south', 'africa', 'hijacking', 'caught', 'ashram', 'criminality', 'hand', 'video']"
3332,"['south', 'africa', 'pac', 'activist', 'shot', 'dead', 'hijacking', 'centre', '79yearly', 'eastern', 'cape', 'pan', 'africanus']"
3333,"['south', 'africa', 'hijacking', 'caught', 'ashram', 'criminality', 'hand']"
3334,"['south', 'africa', 'hijacking', 'caught', 'ashram', 'criminality', 'hand', 'video']"
3335,"['south', 'africa', 'hijacking', 'caught', 'ashram', 'criminality', 'hand']"
3336,"['south', 'africa', 'hijacking', 'caught', 'ashram', 'criminality', 'hand', 'video']"
3337,"['south', 'africa', 'hijacking', 'caught', 'ashram', 'criminality', 'hand', 'video']"
3338,"['trans', 'union', 'stats', 'sa', 'data', 'relating', 'car', 'theft', 'hijacking', 'south', 'africa']"
3339,"['hijacking', 'armed', 'robbery', 'phone', 'wallet', 'watch', 'criminals', 'south', 'africa', 'urban', 'ka', 'hulu', 'natal']"
3340,"['3', 'cops', 'held', 'alleged', 'diesel', 'theft', 'hijacking', 'via', 'news24', 'crime', 'south', 'africa', 'police', 'caps', 'us', 'un', 'uk', 'unc']"
3341,"['hijacking', 'rise', 'south', 'africa']"
3342,"['south', 'africa', 'brighton', 'beach', 'cops', 'held', 'hijacking', 'charges', 'brighton', 'beach', 'police', 'ka', 'hulu', 'natal', 'arrest']"
3343,"['south', 'africa', 'four', 'house', 'breaking', 'suspects', 'one', 'hijacking', 'suspect', 'arrested', 'crimes', 'rnberg', 'cluster']"
3344,"['four', 'house', 'breaking', 'suspects', 'one', 'hijacking', 'suspect', 'arrested', 'crimes', 'rnberg', 'cluster']"
3345,"['south', 'africa', 'four', 'house', 'breaking', 'suspects', 'one', 'hijacking', 'suspect', 'arrested', 'crimes', 'rnberg', 'cluster']"
3346,"['south', 'africa', 'stolen', 'hijacked', 'vehicles', 'via', 'sa', 'today', 'news', 'hijack', 'hijacking', 'hijacking', 'south', 'africa']"
3347,"['hijacking', 'rise', 'south', 'africa']"
3348,"['south', 'africa', 'africa', 'highest', 'car', 'hijacking', 'rate']"
3349,"['please', 'please', 'please', 'read', 'share', 'new', 'way', 'hijacking', 'cars', 'trending', 'south', 'africa', 'share']"
3350,"['video', 'south', 'africa', 'yet', 'another', 'example', 'fast', 'hijacking', 'takes', 'place', 'vigilant']"
3351,"['hijacking', 'police', 'killings', 'armed', 'robberies', 'would', 'think', 'parties', 'would', 'campaign', 'gun', 'free', 'south', 'africa']"
3352,"['toby1', 'idle', 'astrotim', 'south', 'africa', 'space', 'station', 'cape', 'town', 'see', 'every', 'hijacking', 'rep', 'yellow', 'dot']"
3353,"['failed', 'hijacking', 'fake', 'police', 'pretoria', 'south', 'africa', 'via', 'tube', 'blindsided', 'fakepolice', 'tracker']"
3354,"['hijacking', 'rise', 'south', 'africa']"
3355,"['man', 'shot', 'killed', 'attempted', 'hijacking', 'cat', 'manor', 'kn', 'south', 'africa', 'murder']"
3356,"['man', 'shot', 'dead', 'urban', 'road', 'alleged', 'attempted', 'hijacking', 'rsa', 'south', 'africa']"
3357,"['8x', 'held', 'gunpoint1x', 'held', 'knifepoint3x', 'house', 'invasion1x', 'hijacking2x', 'attempted', 'bank', 'fraud', 'story', 'living', 'south', 'africa']"
3358,"['hijacking', 'south', 'africa', 'r21', 'compton', 'park', '1stop', 'via', 'tube', 'waytooeasy', 'staytracker1stop']"
3359,"['patel', 'hijacking', 'cartel', 'watchdog', 'powers', 'via', 'b', 'live', 'sa', 'competitionlaw', 'south', 'africa']"
3360,"['police', 'warning', 'new', 'hijacking', 'technique', 'security', 'tot', 'travel', 'safety', 'south', 'africa']"
3361,"['hijacking', 'rise', 'south', 'africa']"
3362,"['dear', 'south', 'africa', 'please', 'stop', 'circulating', 'new', 'hijacking', 'scam', 'steal', 'number', 'plate', 'hoax', 'least', '7', 'years', 'old']"
3363,"['dont', 'victim', 'hijacking', 'use', 'tips', 'avoid', 'another', 'victim', 'crime', 'south', 'africa']"
3364,"['wheelchairbound', 'man', 'shot', 'hijacking', 'rsa', 'south', 'africa']"
3365,"['south', 'africa', 'anc', 'fires', 'cheap', 'shot', 'pac', 'hijacking', 'milestone', 'events', 'history', 'national']"
3366,"['quote', 'day', 'south', 'africa', 'definitely', 'like', 'uber', 'thing', 'wasnt', 'like', 'normal', 'hijacking']"
3367,"['national', 'news', 'woman', 'murdered', 'husband', 'hospitalised', 'hijacking', 'rsa', 'south', 'africa']"
3368,"['hijacking', 'rise', 'south', 'africa']"
3369,"['corporate', 'marketing', 'hacks', 'hijacking', 'mustfall', 'hashtag', 'south', 'africa', 'laurenbeukes']"
3370,"['corporate', 'marketing', 'hacks', 'hijacking', 'mustfall', 'hashtag', 'south', 'africa', 'laurenbeukes']"
3371,"['hijacking', 'new', 'trend', 'namibia', 'wonder', 'south', 'africa', 'shafts', 'something', 'watch', 'much', 'tv']"
3372,"['hijacking', 'rise', 'south', 'africa']"
3373,"['south', 'africa', 'local', 'bishops', 'caught', 'egypt', 'air', 'hijacking']"
3374,"['south', 'africa', 'local', 'bishops', 'caught', 'egypt', 'air', 'hijacking', 'egypt', 'air', 'hijacking', 'new', 'blow', 'egypt', 'eff']"
3375,"['sa', 'priests', 'egypt', 'hijacking', 'flight', 'safe']"
3376,"['hijacking', 'economy', 'south', 'africa', 'one', 'highest', 'hijacking', 'statistics', 'world', 'hijacking', 'ec']"
3377,"['hijacking', 'rise', 'south', 'africa']"
3378,"['south', 'africa', 'pac', 'accuse', 'gluten', 'govt', 'hijacking', 'human', 'rights', 'day', 'sharpville', 'massacre']"
3379,"['south', 'africa', 'six', 'arrested', 'bloemfontein', 'truck', 'hijacking']"
3380,"['south', 'africa', 'six', 'arrested', 'bloemfontein', 'truck', 'hijacking']"
3381,"['six', 'arrested', 'bloemfontein', 'truck', 'hijacking']"
3382,"['hijacking', 'rise', 'south', 'africa']"
3383,"['hijacking', 'rise', 'south', 'africa']"
3384,"['hijacking', 'rise', 'south', 'africa']"
3385,"['hijacking', 'rise', 'south', 'africa']"
3386,"['safe', 'youre', 'driving', 'car', 'south', 'africa', 'vehicle', 'hijacking', 'rose', 'third', 'highest']"
3387,"['hijacking', 'rise', 'south', 'africa']"
3388,"['hijacking', 'rise', 'south', 'africa']"
3389,"['business', 'news', 'freight', 'hijacking', 'puts', 'dent', 'south', 'africa', 'economy']"
3390,"['business', 'news', 'freight', 'hijacking', 'puts', 'dent', 'south', 'africa', 'economy']"
3391,"['business', 'news', 'freight', 'hijacking', 'puts', 'dent', 'south', 'africa', 'economy']"
3392,"['business', 'news', 'freight', 'hijacking', 'puts', 'dent', 'south', 'africa', 'economy']"
3393,"['south', 'africa', 'imagines', 'future', 'remote', 'hijacking', 'cars', 'far', 'via', 'iol']"
3394,"['attempted', 'hijacking', 'brooklyn', 'cape', 'town', '7405', 'south', 'africa', '20160228', '1700']"
3395,"['business', 'news', 'freight', 'hijacking', 'puts', 'dent', 'south', 'africa', 'economy']"
3396,"['business', 'news', 'freight', 'hijacking', 'puts', 'dent', 'south', 'africa', 'economy']"
3397,"['business', 'news', 'freight', 'hijacking', 'puts', 'dent', 'south', 'africa', 'economy']"
3398,"['business', 'news', 'freight', 'hijacking', 'puts', 'dent', 'south', 'africa', 'economy']"
3399,"['freight', 'hijacking', 'puts', 'dent', 'south', 'africa', 'economy', 'view', 'infographic']"
3400,"['south', 'africa', 'election', 'funding', 'opens', 'door', 'hijacking']"
3401,"['south', 'africa', 'election', 'funding', 'opens', 'door', 'hijacking']"
3402,"['seiphemo', 'passenger', 'arrested', 'hijacking', 'rsa', 'south', 'africa']"
3403,"['seiphemo', 'passenger', 'arrested', 'hijacking', 'rsa', 'south', 'africa']"
3404,"['south', 'africa', 'beware', 'communists', 'hijacking', 'revolution']"
3405,"['enc', 'hijacking', 'new', 'sport', 'south', 'africa']"
3406,"['south', 'africa', 'seiphemos', 'crash', 'hijacking', 'mystery', 'identity', 'two', 'passengers']"
3407,"['71yearly', 'woman', 'brutally', 'assaulted', 'hijacking', 'gluten', 'south', 'africa', 'close', 'johannesburg']"
3408,"['south', 'africa', 'africa', 'highest', 'car', 'hijacking', 'rate']"
3409,"['south', 'africa', 'africa', 'highest', 'car', 'hijacking', 'rate']"
3410,"['hd', 'hammer865', 'sup3955', 'south', 'african', 'hijacking', 'buildings']"
3411,"['hijacking', 'buildings', 'south', 'africa']"
3412,"['yet', 'another', 'south', 'africa', 'police', 'officer', 'shot', 'dead', 'last', 'night', 'tried', 'intervene', 'hijacking', 'limpopo', 'symptoms', 'broken', 'nation']"
3413,"['spiked', 'oranges', 'latest', 'hijacking', 'ploy', 'south', 'africa', 'via', 'sharethis']"
3414,"['spiked', 'oranges', 'latest', 'hijacking', 'ploy', 'south', 'africa']"
3415,"['south', 'africa', 'spiked', 'oranges', 'latest', 'hijacking', 'ploy', 'south', 'africa', 'africa', 'check', 'criminals', 'planting']"
3416,"['south', 'africa', 'spiked', 'oranges', 'latest', 'hijacking', 'ploy', 'south', 'africa']"
3417,"['spiked', 'oranges', 'latest', 'hijacking', 'ploy', 'south', 'africa']"
3418,"['spiked', 'oranges', 'latest', 'hijacking', 'ploy', 'south', 'africa', 'south', 'africa']"
3419,"['spiked', 'oranges', 'latest', 'hijacking', 'ploy', 'south', 'africa']"
3420,"['nailriddled', 'oranges', 'latest', 'hijacking', 'ploy', 'south', 'africa', 'latest', 'africa', 'check', 'factcheck']"
3421,"['spiked', 'oranges', 'latest', 'hijacking', 'ploy', 'south', 'africa']"
3422,"['28', 'yr', 'old', 'man', 'shot', 'killed', 'hijacking', 'near', 'ngqeleni', 'eastern', 'cape', 'south', 'africa', '2am', 'trying', 'take', 'sick', 'relative', 'hospital']"
3423,"['racism', 'row', 'eff', 'accuses', 'anc', 'hijacking', 'manifesto']"
3424,"['man', 'severely', 'beaten', 'hijacking', 'south', 'africa', 'crime', 'sa', 'crime', 'via', 'sa', 'today', 'news']"
3425,"['suspect', 'arrested', 'hijacking', 'port', 'elizabeth']"
3426,"['watch', 'vehicle', 'hijacking', 'outside', 'emperors', 'casino', 'east', 'rand', 'armed', 'gang', 'crime', 'ridden', 'south', 'africa']"
3427,"['another', 'missing', 'person', 'south', 'africa', 'please', 'circulate', 'south', 'africa', 'today', 'missing', 'persons', 'hijacking']"
3428,"['south', 'africa', 'worst', 'hijacking', 'hotspots']"
3429,"['south', 'africa', 'kaiser', 'chiefs', 'star', 'devastated', 'surviving', 'hijacking', 'kaiser', 'chiefs', 'banana', 'banana']"
3430,"['save', 'white', 'people', 'south', 'africa', 'stop', 'killing', 'shared', 'husband', 'shot', 'dead', 'hijacking']"
3431,"['police', 'aid', 'violent', 'cargo', 'hijacking', 'shoot', '29', 'south', 'africa']"
3432,"['police', 'aid', 'violent', 'cargo', 'hijacking', 'shoot', '29', 'south', 'africa']"
3433,"['police', 'aid', 'violent', 'cargo', 'hijacking', 'shoot', '29', 'south', 'africa']"
3434,"['new', 'video', 'hijacking', 'bikini', 'model', 'shoot', 'beach', 'another', 'awesome', 'day', 'south', 'africa']"
3435,"['find', 'south', 'africa', 'worst', 'hijack', 'spots', 'gluten', 'ranks', 'country', 'hijacking', 'capital']"
3436,"['south', 'africa', 'edenvale', 'caps', 'cop', 'allegedly', 'says', 'fish', 'hijacking', 'witness', 'asks', 'help']"
3437,"['hijacking', 'armed', 'robbery', 'must', 'fulltime', 'job', 'savage', 'south', 'africa', 'anc', 'nothing', 'end', 'crime', 'anarchy']"
3438,"['alert', 'south', 'africa', 'wrote', 'gph', 'hi', 'backing', '021015', 'grey', 'mitsubishi', 'prison', 'club', 'cab', '2010', 'reg', 'bn19nrhp', 'taken', 'sandbox']"
3439,"['man', 'run', 'staging', 'hijacking', 'arrested', 'rsa', 'south', 'africa']"
3440,"['use', 'south', 'africa', 'antihijacking', 'p']"
3441,"['attempted', 'hijacking', 'verdana', 'street', 'atlasville', 'cksburg', 'south', 'africa', '2015110', 'unknown', 'time']"
3442,"['spirit', 'preservation', 'south', 'africa', 'worst', 'hijacking', 'spots', 'crime']"
3443,"['r', 'moral', 'ist', 'hijacking', 'near', 'villagers', 'south', 'africa', 'link', 'still', 'try', 'open', 'link', 'browser', 'well', 'torsjoberg']"
3444,"['find', 'south', 'africa', 'worst', 'hijack', 'hotspots', 'second', 'police', 'hijacking']"
3445,"['hijacking', 'south', 'africa', 'whites', 'gaining', 'equal', 'momentum', 'farm', 'attacks', 'racists']"
3446,"['south', 'africa', 'africa', 'highest', 'car', 'hijacking', 'rate']"
3447,"['south', 'africa', 'africa', 'highest', 'car', 'hijacking', 'rate']"
3448,"['hijacking', 'shootout', 'south', 'africa', 'via', 'tube']"
3449,"['hijacking', 'shootout', 'south', 'africa', 'via', 'tube']"
3450,"['added', 'video', 'tube', 'playlist', 'hijacking', 'shootout', 'south', 'africa']"
3451,"['hijacking', 'shootout', 'south', 'africa', 'via', 'tube']"
3452,"['added', 'video', 'tube', 'playlist', 'hijacking', 'shootout', 'south', 'africa']"
3453,"['attempted', 'hijacking', 'van', 'burn', 'rd', 'van', 'der', 'line', 'rd', 'germiston', '2008', 'south', 'africa', '20151024', '0330']"
3454,"['2', 'minutes', 'late', 'african', 'girl', 'crying', 'live', 'radio', 'south', 'africa', 'anc', 'supporters', 'hijacking', 'fees', 'must', 'fall', 'unionbuilding']"
3455,"['hijacking', 'motor', 'vehicle', 'bedfordview', 'germiston', 'south', 'africa', '20151019', '1300']"
3456,"['hijacking', 'motor', 'vehicle', 'bedfordview', 'germiston', 'south', 'africa', '20151019', '1300']"
3457,"['attempted', 'hijacking', 'look', 'road', 'germiston', 'south', 'africa', '20151018', 'unknown', 'time']"
3458,"['attempted', 'hijacking', 'look', 'road', 'germiston', 'south', 'africa', '20151018', 'unknown', 'time']"
3459,"['many', 'things', 'remember', 'personal', 'safety', 'hijacking', 'gap', 'traffic', 'lights', 'south', 'africa']"
3460,"['well', 'done', 'south', 'africa', 'needs', 'yougxcon', 'leader', 'biggest', 'hijacking', 'gang', 'rzburg']"
3461,"['south', 'africa', 'africa', 'highest', 'car', 'hijacking', 'rate']"
3462,"['cops', 'south', 'africa', 'held', 'canadian', 'woman', 'robbery', 'one', 'believed', 'bail', 'hijacking', 'charge']"
3463,"['south', 'africa', 'africa', 'highest', 'car', 'hijacking', 'rate']"
3464,"['south', 'africa', 'masters', 'flamethrowers', 'built', 'either', 'side', 'bm', 'ws', 'late', '1990s', 'prevent', 'hijacking', 'cars']"
3465,"['wildlife', 'day', 'nat', 'geo', 'needs', 'way', 'awareness', 'asian', 'rhino', 'species', 'private', 'rhino', 'owners', 'south', 'africa', 'hijacking', 'conversation']"
3466,"['south', 'africa', 'four', 'named', 'hijacking', 'one', 'rhino', 'poaching']"
3467,"['stocking', 'hijacking', 'stats', 'south', 'africa']"
3468,"['south', 'africa', 'four', 'named', 'hijacking', 'one', 'rhino', 'poaching']"
3469,"['higher', 'murder', 'hijacking', 'rates', 'south', 'african', 'crime', 'statistics', 'south', 'africa']"
3470,"['south', 'africa', 'africa', 'highest', 'car', 'hijacking', 'rate']"
3471,"['watch', 'south', 'africa', 'hijacking', 'caught', 'camera']"
3472,"['watch', 'south', 'africa', 'hijacking', 'caught', 'camera']"
3473,"['rich', 'affricanfacts', 'south', 'africa', 'africa', 'highest', 'car', 'hijacking', 'rate']"
3474,"['south', 'africa', 'africa', 'highest', 'car', 'hijacking', 'rate']"
3475,"['watch', 'south', 'africa', 'hijacking', 'caught', 'camera']"
3476,"['post1994', 'south', 'africa', 'johannesburg', 'hijacking', 'caught', 'camera', 'africa', 'check', 'julianrademeyer', 'jasonwhealy']"
3477,"['watch', 'south', 'africa', 'hijacking', 'caught', 'camera']"
3478,"['foreigner', 'killed', 'hijacking', 'krugersdorp']"
3479,"['video', 'hijacking', 'south', 'africa']"
3480,"['israel2', 'pharrell', 'hijacking', 'south', 'africa', 'history', 'promote', 'hatred', 'middle', 'eastern', 'democracy', 'disgrace']"
3481,"['worst', 'hijacking', 'spots', 'south', 'africa', 'via', 'businesstech', 'sa']"
3482,"['hijacking', 'motor', 'vehicle', 'marlboro', 'sandbox', 'gluten', 'south', 'africa', '20150915', 'unknown', 'time']"
3483,"['driver', 'wounded', 'botched', 'urban', 'hijacking', 'rsa', 'south', 'africa']"
3484,"['south', 'africa', 'africa', 'highest', 'car', 'hijacking', 'rate']"
3485,"['south', 'africa', 'new', 'hijacking', 'tactic', 'warning', 'cape', 'times']"
3486,"['minister', 'justice', 'given', 'us', 'access', 'forensic', 'auditing', 'department', 'assist', 'us', 'property', 'hijacking', 'investigations']"
3487,"['crazy', 'armed', 'hijacking', 'caught', 'dash', 'cam', 'fordsburg', 'm2', 'south', 'africa', '300', 'via', 'tube']"
3488,"['south', 'africa', 'masters', 'flamethrowers', 'built', 'either', 'side', 'bm', 'ws', 'late', '1990s', 'prevent', 'hijacking', 'funfact']"
3489,"['retreated', 'alert', 'south', 'africa', 'alert', 'za', 'africa', 'gph', 'hi', 'backing', 'victim', 'shot', 'black', 'mere', 'c200', 'reg']"
3490,"['2', 'black', 'bin', 'police', 'officers', 'court', 'hijacking', 'south', 'africa', 'bring', 'back', 'white', 'people']"
3491,"['mainstream', 'media', 'conglomerates', 'south', 'africa', 'long', 'history', 'hijacking', 'reverting', 'civil', 'rights', 'issues', 'ends']"
3492,"['abramjee', 'escapes', 'hijacking', 'rsa', 'south', 'africa']"
3493,"['south', 'africa', 'suspects', 'arrested', 'bishop', 'davis', 'hijacking', 'house', 'robberies', 'possession', 'illegal']"
3494,"['suspects', 'arrested', 'bishop', 'davis', 'hijacking', 'house', 'robberies', 'possession', 'illegal', 'firearm']"
3495,"['crime', 'line', 'chief', 'escapes', 'hijacking', 'rsa', 'south', 'africa']"
3496,"['truck', 'hijacking', 'foiled', 'two', 'hijackers', 'arrested', 'r59', 'south', 'africa']"
3497,"['2', 'suspects', 'arrested', 'alexandria', 'hijacking', 'car', 'atteridgeville', 'gluten', 'south', 'africa', 'owner', 'tied', 'back']"
3498,"['vw', 'scirroco', 'gt', 'coming', 'south', 'africa', 'oh', 'god', 'miracle', 'pastor', 'muni', 'bombing', 'atm', 'hijacking', 'fidelity']"
3499,"['uk', 'visa', 'application', 'woes', 'continue', 'hijacking', 'rsa', 'south', 'africa']"
3500,"['hijacking', 'hit', 'mom', 'rsa', 'south', 'africa']"
3501,"['people', 'patrol', 'shoot', 'kill', 'bastard', 'south', 'africa', 'crime', 'hijacking']"
3502,"['south', 'africa', 'police', 'foil', 'cigarettetruck', 'hijacking', 'cigarettetruck', 'hijacking', 'n4', 'towards', 'emalahl']"
3503,"['attempted', 'hijacking', 'woodlands', 'urban', 'south', 'south', 'africa', '20150727', 'unknown', 'time']"
3504,"['make', 'sure', 'know', 'avoid', 'hijacking', 'south', 'africa', 'crime', 'hijack']"
3505,"['south', 'africa', 'travel', 'news', '4', 'killed', 'shootout', 'johannesburg', 'following', 'armed', 'hijacking', 'truck', 'travelawareness', 'southafrica']"
3506,"['casual', 'day', 'cruising', 'round', 'google', 'streets', 'car', 'south', 'africa', 'hijacking', 'happening']"
3507,"['hijacking', 'motor', 'vehicle', 'street', 'johannesburg', 'south', 'africa', '20150722', '1815']"
3508,"['google', 'street', 'view', 'cameras', 'capture', 'hijacking', 'gunpoint', 'south', 'africa', 'allstar', 'j90']"
3509,"['armed', 'hijacking', 'common', 'south', 'africa', 'even', 'google', 'car', 'recorded', 'one', 'fish']"
3510,"['worst', 'car', 'truck', 'hijacking', 'spots', 'motor', 'vehicle', 'theft', 'areas', 'south', 'africa']"
3511,"['worst', 'hijacking', 'spots', 'south', 'africa']"
3512,"['worst', 'hijacking', 'spots', 'south', 'africa']"
3513,"['worst', 'hijacking', 'spots', 'south', 'africa']"
3514,"['worst', 'hijacking', 'spots', 'south', 'africa', 'via', 'businesstech', 'sa']"
3515,"['worst', 'hijacking', 'spots', 'south', 'africa', 'gluten', 'leads', 'precincts', 'around', 'johannesburg', 'pretoria', 'hardest', 'hit']"
3516,"['worst', 'hijacking', 'spots', 'south', 'africa', 'via', 'businesstech', 'sa']"
3517,"['worst', 'hijacking', 'spots', 'south', 'africa']"
3518,"['worst', 'hijacking', 'spots', 'south', 'africa', 'via', 'myjoburgnews']"
3519,"['worst', 'hijacking', 'spots', 'south', 'africa', 'via', 'businesstech', 'sa']"
3520,"['worst', 'hijacking', 'spots', 'south', 'africa']"
3521,"['worst', 'hijacking', 'spots', 'south', 'africa', 'via', 'businesstech', 'sa']"
3522,"['think', 'got', 'mick', 'banning', 'thing', 'wrong', 'ive', 'spent', 'time', 'south', 'africa', 'im', 'sure', 'surfboard', 'hijacking', 'mick', 'banning']"
3523,"['worst', 'hijacking', 'spots', 'south', 'africa', 'business', 'tech']"
3524,"['worst', 'hijacking', 'spots', 'south', 'africa', 'business', 'tech']"
3525,"['worst', 'hijacking', 'spots', 'south', 'africa', 'business', 'tech', 'business', 'tech']"
3526,"['worst', 'hijacking', 'spots', 'south', 'africa', 'worst', 'hijacking', 'spots', 'south', 'africa']"
3527,"['worst', 'hijacking', 'spots', 'south', 'africa', 'via', 'business', 'tech', 'sa']"
3528,"['worst', 'hijacking', 'spots', 'south', 'africa']"
3529,"['worst', 'hijacking', 'spots', 'south', 'africa']"
3530,"['worst', 'hijacking', 'spots', 'south', 'africa', 'via', 'business', 'tech', 'sa']"
3531,"['hijacking', 'johannesburg', 'southafrica', '67minutes', 'capetown']"
3532,"['heading', 'home', 'funeral', 'botched', 'hijacking', 'sit', 'darkness', 'due', 'loadshedding', 'south', 'africa', 'doubts']"
3533,"['see', '30', 'locations', 'hijacking', 'happens', 'south', 'africa']"
3534,"['see', '30', 'locations', 'hijacking', 'happens', 'south', 'africa']"
3535,"['victim', 'died', 'hospital', 'tortured', 'hijacking', 'black', 'white', 'south', 'africa', 'white', 'genocide']"
3536,"['failed', 'hijacking', 'south', 'africa', 'failed', 'hijacking', 'wouldbevictim', 'alert', 'subscribe', 'videos']"
3537,"['watch', 'video', 'failed', 'hijacking', 'south', 'africa', 'bloody', 'south', 'africa']"
3538,"['exposed', 'see', '30', 'locations', 'hijacking', 'happens', 'south', 'africa']"
3539,"['exposed', 'see', '30', 'locations', 'hijacking', 'happens', 'south', 'africa']"
3540,"['90', 'crimes', 'south', 'africa', 'done', 'foreigners', 'hijacking', 'housebreaking', 'robbery']"
3541,"['world', 'wanderers', 'lavidashannon', 'hear', 'south', 'africa', 'going', 'next', 'month', 'tips', 'sorry', 'hijacking', 'chat']"
3542,"['attempted', 'hijacking', 'royal', 'oak', 'street', 'johannesburg', 'south', 'africa', '20150627', '1500']"
3543,"['attempted', 'hijacking', 'royal', 'oak', 'street', 'johannesburg', 'south', 'africa', '20150627', '1500']"
3544,"['hijacking', 'motor', 'vehicle', 'fir', 'avenue', 'dear', 'road', 'germiston', '1401', 'south', 'africa', '20150626', '0720']"
3545,"['hijacking', 'motor', 'vehicle', 'fir', 'avenue', 'dear', 'road', 'germiston', '1401', 'south', 'africa', '20150626', '0720']"
3546,"['jacquescupido12', 'property', 'hijacking', 'report', 'estimated', 'cost', 'us', 'r100', 'billion', 'already', 'past', '10', 'yrs', 'anc', 'also', 'involved']"
3547,"['im', 'racist', 'majority', 'crimes', 'committed', 'south', 'africa', 'blacks', 'protests', 'hijacking', 'raping', 'human', 'fucking', 'trafficking', 'etc']"
3548,"['south', 'africa', 'africa', 'highest', 'car', 'hijacking', 'rate']"
3549,"['gloria', 'wine', 'like', 'south', 'africa', 'risky', 'without', 'companion', 'guide', 'eg', 'car', 'hijacking']"
3550,"['ewnupdates', 'watched', 'protect', 'amp', 'child', 'hijacking', '1', 'south', 'africa']"
3551,"['read', 'story', 'south', 'africa', 'ewn', 'website', 'protect', 'child', 'hijacking', 'fish']"
3552,"['attempted', 'hijacking', 'bedfordview', 'germiston', 'south', 'africa', '20150609', '2030']"
3553,"['attempted', 'hijacking', 'bedfordview', 'germiston', 'south', 'africa', '20150609', '2030']"
3554,"['watch', 'mom', 'saves', 'daughter', 'randburg', 'hijacking', 'south', 'africa', 'given', 'time', 'rob', 'anyone', 'random']"
3555,"['hijacking', 'randburg', 'south', 'africa', 'video']"
3556,"['cars', 'think', 'targeted', 'hijackers', 'hijack', 'hijacking', 'southafrica', 'criminal', 'hijacked']"
3557,"['south', 'africa', 'woman', 'rescues', '2yearly', 'grandchild', 'hijackers', 'video', 'another', 'hijacking', 'caught']"
3558,"['woman', 'manages', 'get', 'daughter', 'car', 'hijacking', 'randburg', 'gluten', 'south', 'africa', 'crime', 'continues', 'sky', 'rocking', 'sa']"
3559,"['oh', 'dear', 'hijacking', 'increase', 'south', 'africa', 'hijacking', 'cartracktweet']"
3560,"['watch', 'armed', 'men', 'hijack', 'car', 'south', 'africa', 'hijacking', 'reportedly', 'took', 'place', 'past', 'sa', 'vw', 'jetty', 'car']"
3561,"['south', 'africa', 'hijacking', 'caught', 'ashram', 'criminality', 'hand']"
3562,"['south', 'africa', 'hijacking', 'caught', 'ashram', 'criminality', 'hand', 'cnn', 'bbc', 'cnn', 'skynews']"
3563,"['hijacking', 'south', 'africa', 'via', 'news24']"
3564,"['multi', 'choice', 'accused', 'hijacking', 'digital', 'tv', 'rsa', 'south', 'africa']"
3565,"['zimbabwe', 'bus', 'hijacking', 'deterrent', 'us', 'go', 'stop', 'going', 'south', 'africa', 'thugs', 'grow', 'hell', 'sites', 'man']"
3566,"['fin24', 'new', 'article', 'critique', 'pure', 'reason', 'relating', 'property', 'hijacking', 'investigations', 'read']"
3567,"['corruption', 'sa', 'new', 'article', 'critique', 'pure', 'reason', 'relating', 'property', 'hijacking', 'investigations', 'read']"
3568,"['abramjee', 'new', 'article', 'critique', 'pure', 'reason', 'relating', 'property', 'hijacking', 'investigations', 'read']"
3569,"['property', 'wheel', 'new', 'article', 'critique', 'pure', 'reason', 'relating', 'property', 'hijacking', 'investigations', 'read']"
3570,"['new', 'article', 'critique', 'pure', 'reason', 'relating', 'property', 'hijacking', 'investigations', 'read']"
3571,"['taken', 'truck', 'hijacking', 'south', 'africa']"
3572,"['hijacking', 'buses', 'zimbabweonly', 'south', 'africa']"
3573,"['south', 'africa', 'make', 'easy', 'knock', 'someone', 'make', 'look', 'like', 'hijacking']"
3574,"['pid', 'complaint', 'seems', '2', 'stall', 'cause', 'libya', 'implicated', 'property', 'hijacking', 'investigations', 'mc', 'bride', 'changed', 'report']"
3575,"['terrible', 'someone', 'hijacking', 'economy', 'arch', 'keith', 'legend', '5am', 'south', 'africa']"
3576,"['manhunt', 'launched', 'following', 'cksburg', 'hijacking', 'rsa', 'south', 'africa']"
3577,"['5yr', 'old', 'boy', 'stabbed', 'hijacking', 'kind', 'psychopath', 'would', 'south', 'africa', 'smh']"
3578,"['amp', 'foils', 'hijacking', 'shootout', 'suspects', 'rsa', 'south', 'africa']"
3579,"['post1994', 'south', 'africa', 'brutal', 'hijacking', 'caught', 'camera', 'africa', 'check', 'julianrademeyer', 'jasonwhealy']"
3580,"['interesting', 'col', 'gregory', 'beck', 'previously', 'investigating', 'property', 'hijacking', 'cases', 'facing', 'charges', 'corruption']"
3581,"['interesting', 'col', 'gregory', 'beck', 'previously', 'investigating', 'property', 'hijacking', 'cases', 'facing', 'charges', 'corruption', 'abramjee']"
3582,"['south', 'africa', 'johannesburg', 'days', 'car', 'hijackingsmash', 'grab', 'cases', 'going', 'planning', 'visit', 'johannesburg', 'wife', 'worried']"
3583,"['south', 'africa', 'ex', 'banana', 'player', 'denied', 'bail', 'hijacking', 'case']"
